8,2,2,0.0,0
1,0,0,0.0,0
2,0,0,0.0,0
1,0,0,0.0,0
2,1,1,0.0,0
1,0,0,0.0,0
1,0,0,0.0,0
1,0,0,0.0,0
1,0,0,0.0,0
1,0,0,0.0,1
1,0,0,0.0,0
1,0,0,0.0,0
1,0,0,0.0,0
2,0,0,0.0,0
2,1,1,0.0,0
1,0,0,0.0,0
2,0,0,0.0,1
2,0,0,0.0,0
2,1,1,0.0,0
1,0,0,0.0,0
1,1,2,0.0,3
1,0,0,0.0,0
1,0,0,0.0,0
1,0,0,0.0,0
4,2,2,0.0,0
2,1,1,0.0,0
1,1,0,0.0,1
1,0,0,0.0,0
1,0,0,0.0,0
2,0,0,0.0,1
1,0,0,0.0,0
5,3,3,0.0,0
3,1,1,0.0,0
1,0,0,0.0,0
4,0,0,0.0,1
2,1,1,0.0,0
1,0,0,0.0,0
4,1,1,0.0,0
5,1,3,1.0,1
3,1,1,0.0,0
2,1,1,0.0,0
4,3,3,0.0,2
3,1,1,1.0,1
2,1,1,0.0,0
3,0,0,0.0,0
3,0,0,0.0,0
1,1,0,0.0,1
2,0,0,0.0,0
7,3,4,0.0,0
4,2,2,0.0,0
1,0,0,0.0,0
2,0,0,0.0,1
2,0,0,0.0,0
1,0,0,0.0,1
4,0,1,1.0,0
1,0,0,0.0,0
1,0,0,0.0,0
2,0,0,0.0,1
1,0,0,0.0,0
1,1,0,0.0,0
7,2,2,0.0,0
2,1,1,0.0,0
5,1,1,1.0,1
1,0,0,0.0,0
1,0,0,0.0,0
1,0,0,0.0,0
2,0,0,0.0,0
2,1,1,0.0,1
3,0,0,1.0,0
4,2,2,0.0,0
2,0,0,0.0,0
1,0,0,0.0,1
2,1,1,0.0,0
7,4,4,0.0,0
1,0,0,0.0,2
1,0,0,0.0,0
2,1,1,0.0,2
4,1,1,0.0,0
1,0,0,0.0,1
5,1,1,0.0,0
1,0,0,0.0,0
1,1,0,0.0,0
2,1,1,0.0,0
1,0,0,0.0,1
4,1,1,0.0,1
1,0,0,0.0,0
1,0,0,0.0,0
3,1,1,0.0,0
1,0,0,0.0,1
1,0,0,0.0,0
6,1,1,0.0,2
1,0,0,0.0,0
5,2,2,1.0,1
1,0,0,0.0,0
3,0,0,0.0,0
5,4,5,1.0,4
2,1,1,0.0,0
4,0,0,0.0,1
1,0,0,0.0,0
7,5,5,0.0,2
4,1,1,0.0,0
1,0,0,0.0,0
