1,2,2,0.0,0
1,2,2,0.0,0
1,0,1,1.0,1
1,1,1,0.0,0
1,4,4,0.0,0
0,0,0,1.0,0
2,1,1,1.0,0
0,0,1,1.0,0
0,0,0,0.0,0
2,2,2,0.0,0
1,2,2,0.0,0
2,1,2,1.0,0
0,0,0,0.0,0
4,3,3,0.0,0
3,4,4,0.0,0
0,0,0,0.0,0
1,1,1,0.0,0
0,0,0,0.0,0
2,2,2,0.0,0
0,1,1,0.0,0
0,2,2,0.0,0
1,3,3,0.0,0
4,1,2,1.0,0
1,0,0,1.0,0
0,0,0,0.0,0
0,1,1,0.0,0
0,0,0,0.0,0
0,0,0,0.0,0
0,3,3,0.0,0
3,1,1,1.0,0
0,1,1,0.0,0
1,1,1,0.0,0
1,2,1,0.0,1
1,0,1,1.0,0
0,0,0,0.0,0
0,2,2,0.0,0
2,0,1,1.0,0
0,0,0,0.0,0
0,0,0,0.0,0
2,0,1,1.0,0
0,0,0,0.0,0
2,1,2,1.0,0
2,7,7,0.0,0
0,0,1,1.0,0
0,0,0,0.0,0
1,1,1,0.0,0
2,4,4,0.0,0
4,3,3,0.0,0
0,0,0,0.0,0
0,0,0,0.0,0
1,0,0,1.0,0
0,0,1,1.0,0
3,6,6,0.0,0
0,1,1,0.0,0
0,1,1,0.0,0
4,3,3,0.0,0
1,1,1,0.0,0
0,1,1,0.0,0
3,5,5,0.0,1
0,1,1,1.0,0
0,0,0,0.0,0
0,1,0,0.0,0
0,0,1,1.0,0
2,3,2,0.0,0
0,0,0,0.0,0
1,0,1,1.0,0
0,1,0,1.0,0
4,7,7,0.0,1
0,1,1,0.0,0
2,2,2,0.0,0
0,0,0,0.0,0
2,1,1,1.0,0
1,0,0,1.0,0
0,0,0,0.0,0
0,0,0,0.0,0
0,0,0,0.0,0
0,1,1,0.0,0
0,0,0,0.0,0
0,0,0,0.0,0
0,0,0,0.0,0
0,1,1,0.0,0
3,2,2,0.0,0
4,3,3,2.0,2
1,1,1,0.0,0
0,0,0,0.0,0
0,0,0,0.0,0
0,0,0,0.0,0
0,0,0,1.0,0
1,0,1,1.0,0
2,4,4,0.0,0
0,1,1,1.0,0
0,0,0,0.0,0
2,2,2,0.0,1
0,0,0,0.0,0
1,1,1,0.0,0
0,0,0,0.0,0
0,1,1,0.0,0
0,0,0,0.0,0
1,1,1,0.0,0
0,1,2,1.0,0
1,1,1,0.0,0
5,3,4,1.0,2
0,0,0,0.0,0
1,1,1,0.0,0
0,0,0,0.0,0
1,5,4,0.0,1
1,1,3,2.0,0
0,0,0,0.0,0
2,1,3,0.0,0
0,0,0,0.0,0
0,1,2,1.0,0
0,1,1,0.0,0
2,3,3,0.0,0
1,1,1,0.0,0
0,0,0,0.0,0
1,2,2,0.0,0
0,0,0,0.0,0
1,1,1,0.0,0
0,0,0,0.0,0
2,0,1,1.0,0
0,0,0,0.0,0
5,8,8,0.0,3
0,1,1,0.0,0
0,0,0,0.0,0
0,1,0,0.0,0
2,5,5,0.0,0
0,2,1,1.0,0
0,0,1,1.0,0
0,0,0,0.0,0
0,1,1,0.0,0
2,3,3,0.0,0
1,1,1,0.0,0
1,2,2,0.0,0
1,4,4,0.0,0
0,0,0,0.0,0
0,0,0,0.0,0
1,1,1,1.0,0
1,2,2,0.0,0
0,1,1,0.0,0
1,1,1,0.0,0
0,1,0,0.0,0
0,0,0,0.0,0
1,2,2,0.0,0
0,0,0,0.0,0
1,1,1,0.0,0
0,0,0,0.0,0
1,1,1,0.0,0
6,4,4,0.0,0
1,2,2,0.0,0
0,0,0,0.0,0
0,0,1,1.0,0
0,0,0,0.0,0
2,2,2,0.0,1
0,1,1,0.0,0
0,0,0,0.0,0
0,0,0,0.0,0
2,2,2,0.0,0
0,0,0,0.0,0
1,3,3,0.0,0
1,3,3,0.0,0
0,0,0,0.0,0
0,1,0,0.0,0
2,0,1,1.0,0
1,0,0,1.0,0
0,1,1,0.0,0
0,1,0,0.0,0
2,2,2,0.0,0
0,0,0,0.0,0
2,5,5,0.0,1
0,0,0,0.0,0
0,0,0,0.0,0
0,0,0,0.0,0
2,2,3,1.0,0
0,0,0,0.0,0
4,3,3,0.0,0
0,0,0,0.0,0
0,0,0,0.0,0
0,0,0,0.0,0
5,9,9,3.0,0
1,1,2,1.0,0
0,0,0,0.0,0
0,1,0,0.0,0
1,1,1,0.0,0
0,0,0,0.0,0
